"Address","Suffix","Street","Side","Site","On Street","X","Y","Latitude","Longitude","Inventory Date","Site ID","Species","DBH","Park Name","Growing Space Type","Multi Stem"
333,"","GREAT RIVER RD","Median",0,"GRAND UNION BLVD",769268.837903048,2969564.08552401,42.3958737354,-71.0812878805,"11/27/2018",39776,"goldenraintree (Koelreuteria paniculata)",5.8,"N/A","Median","No"
333,"","GREAT RIVER RD","Median",0,"GRAND UNION BLVD",769270.923482754,2969532.81459676,42.3957879,-71.081280728,"11/27/2018",39804,"goldenraintree (Koelreuteria paniculata)",5.4,"N/A","Median","No"
333,"","GREAT RIVER RD","Rear",0,"ARTISAN WAY",769714.572732022,2969288.35531078,42.3951111163,-71.0796427964,"11/28/2018",39946,"maple: red (Acer rubrum)",6.5,"N/A","Well/Pit","No"
333,"","GREAT RIVER RD","Rear",0,"ARTISAN WAY",769682.708212226,2969285.31078575,42.395103193,-71.0797608132,"11/28/2018",39955,"maple: red (Acer rubrum)",5.8,"N/A","Well/Pit","No"
333,"","GREAT RIVER RD","Rear",0,"ARTISAN WAY",769645.07361104,2969276.94407219,42.3950807434,-71.0799002877,"11/28/2018",39964,"maple: red (Acer rubrum)",6.1,"N/A","Well/Pit","No"
333,"","GREAT RIVER RD","Rear",0,"ARTISAN WAY",769611.790828308,2969267.63633521,42.3950556528,-71.0800236691,"11/28/2018",39973,"maple: red (Acer rubrum)",5.5,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Rear",0,"ARTISAN WAY",769476.680045816,2969240.02120226,42.3949817013,-71.0805243468,"11/28/2018",39984,"maple: red (Acer rubrum)",4.5,"N/A","Well/Pit","No"
333,"","GREAT RIVER RD","Rear",0,"ARTISAN WAY",769427.443532257,2969233.52279607,42.3949645339,-71.0807067366,"11/28/2018",39996,"maple: red (Acer rubrum)",6.4,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"GRAND UNION BLVD",769311.107497769,2969513.76193189,42.3957350781,-71.0811323129,"11/27/2018",39785,"maple: red (Acer rubrum)",6.8,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"GRAND UNION BLVD",769319.955271348,2969482.52414568,42.3956492424,-71.0811001264,"11/27/2018",39789,"maple: red (Acer rubrum)",6.2,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"GRAND UNION BLVD",769333.301389334,2969420.50835173,42.3954788914,-71.0810518468,"11/27/2018",39792,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"GRAND UNION BLVD",769361.850225213,2969311.88553012,42.3951804457,-71.0809481349,"11/27/2018",39795,"maple: red (Acer rubrum)",5.9,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"GRAND UNION BLVD",769304.646450141,2969550.78638007,42.3958367602,-71.0811555587,"11/27/2018",39799,"maple: red (Acer rubrum)",7.7,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"GRAND UNION BLVD",769369.258522772,2969278.7154079,42.3950893271,-71.080921313,"11/27/2018",39800,"maple: red (Acer rubrum)",6.3,"N/A","Tree Lawn/Parkway","No"
333,"","GREAT RIVER RD","Side",0,"ASSEMBLY ROW",769706.753672961,2969404.77999732,42.3954306912,-71.0796696183,"11/28/2018",39892,"oak: pin (Quercus palustris)",7.3,"N/A","Well/Pit","No"
333,"","GREAT RIVER RD","Side",0,"ASSEMBLY ROW",769719.515879885,2969363.45520342,42.3953171234,-71.0796231268,"11/28/2018",39900,"oak: pin (Quercus palustris)",7,"N/A","Well/Pit","No"
333,"","GREAT RIVER RD","Side",0,"ASSEMBLY ROW",769730.360321534,2969319.23336878,42.3951956321,-71.0795837878,"11/28/2018",39908,"honeylocust: thornless (Gleditsia triacanthos inermis)",5.9,"N/A","Well/Pit","No"
14,"","GREENE ST","Front",1,"GREENE ST",763283.027463131,2965425.74846775,42.3845966144,-71.1035186531,"6/20/2017",18305,"pear: callery (Pyrus calleryana)",10.9,"N/A","Well/Pit","No"
15,"","GREENE ST","Front",1,"GREENE ST",763294.031296333,2965396.91962294,42.3845173674,-71.1034784201,"6/20/2017",18334,"maple: Norway (Acer platanoides)",7.8,"N/A","Well/Pit","No"
15,"","GREENE ST","Front",2,"GREENE ST",763307.68531551,2965421.53110156,42.3845847273,-71.1034274583,"6/20/2017",18379,"cherry: Yoshino (Prunus x yedoensis)",1.5,"N/A","Well/Pit","No"
15,"","GREENE ST","Side",1,"GREENE ST",763307.199007773,2965370.26681158,42.3844440639,-71.1034301405,"6/20/2017",18303,"linden: littleleaf (Tilia cordata)",21.2,"N/A","Well/Pit","No"
19,"","GREENE ST","Front",1,"GREENE ST",763339.995212305,2965485.93922267,42.3847610515,-71.1033067592,"6/20/2017",18415,"maple: Norway (Acer platanoides)",22.1,"N/A","Well/Pit","No"
21,"","GREENE ST","Front",1,"GREENE ST",763354.370406979,2965511.27598646,42.3848303923,-71.1032531151,"6/20/2017",18302,"maple: Norway (Acer platanoides)",24.2,"N/A","Well/Pit","No"
22,"","GREENE ST","Front",1,"GREENE ST",763340.444507417,2965545.14504134,42.384923507,-71.103304077,"6/20/2017",18447,"cherry: Japanese flowering (Prunus serrulata)",10.3,"N/A","Well/Pit","No"
23,"","GREENE ST","Front",1,"GREENE ST",763376.635941053,2965553.97733831,42.384947281,-71.1031699668,"6/20/2017",18354,"elm: hybrid (Ulmus x)",13.3,"N/A","Well/Pit","No"
5,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766425.259953763,2964929.88317621,42.3831952891,-71.0918969253,"6/16/2017",17779,"ash: green (Fraxinus pennsylvanica)",14.5,"N/A","Well/Pit","No"
6,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766409.590979514,2964889.69253429,42.3830852114,-71.0919556321,"6/16/2017",17692,"ash: green (Fraxinus pennsylvanica)",12.5,"N/A","Well/Pit","No"
9,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766393.029914035,2964908.4555346,42.3831369146,-71.0920165968,"6/16/2017",17821,"ash: green (Fraxinus pennsylvanica)",17.1,"N/A","Well/Pit","No"
10,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766384.646410317,2964875.59349346,42.3830468509,-71.0920482081,"6/16/2017",17730,"ash: green (Fraxinus pennsylvanica)",12.8,"N/A","Well/Pit","No"
11,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766353.473582757,2964888.20851501,42.3830818757,-71.0921633636,"6/16/2017",17778,"ash: green (Fraxinus pennsylvanica)",13.1,"N/A","Well/Pit","No"
14,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766359.698904352,2964862.10227185,42.3830101583,-71.0921407841,"6/16/2017",17820,"ash: green (Fraxinus pennsylvanica)",9.7,"N/A","Well/Pit","No"
15,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766310.933821096,2964853.96755189,42.3829884763,-71.0923214202,"6/16/2017",17745,"pear: callery (Pyrus calleryana)",10.1,"N/A","Well/Pit","No"
19,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766294.579038556,2964829.57678618,42.3829217623,-71.0923823849,"6/16/2017",17789,"ash: green (Fraxinus pennsylvanica)",12.6,"N/A","Well/Pit","No"
19,"","GREENVILLE ST","Front",2,"GREENVILLE ST",766278.250359017,2964799.71578688,42.3828400376,-71.0924433496,"6/16/2017",17693,"ash: green (Fraxinus pennsylvanica)",7.8,"N/A","Well/Pit","No"
20,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766331.140548396,2964838.26095251,42.3829451122,-71.0922469078,"6/16/2017",17695,"ash: green (Fraxinus pennsylvanica)",11.2,"N/A","Well/Pit","No"
20,"","GREENVILLE ST","Front",2,"GREENVILLE ST",766308.121849816,2964804.11325031,42.3828517126,-71.09233271,"6/16/2017",17831,"ash: green (Fraxinus pennsylvanica)",10.1,"N/A","Well/Pit","No"
24,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766289.963055783,2964774.24346301,42.3827699877,-71.0924004486,"6/16/2017",17743,"ash: green (Fraxinus pennsylvanica)",6.5,"N/A","Well/Pit","No"
36,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766171.378940729,2964589.88348339,42.3822656566,-71.0928426147,"6/19/2017",17919,"ash: green (Fraxinus pennsylvanica)",11.7,"N/A","Well/Pit","No"
39,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766136.626035974,2964583.21937894,42.3822478253,-71.0929713604,"6/19/2017",17955,"ash: green (Fraxinus pennsylvanica)",14.2,"N/A","Well/Pit","No"
40,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766153.382927282,2964564.52665177,42.3821963129,-71.0929096698,"6/19/2017",17988,"ash: green (Fraxinus pennsylvanica)",8.8,"N/A","Well/Pit","No"
40,"","GREENVILLE ST","Front",2,"GREENVILLE ST",766137.560873545,2964539.18018095,42.3821269692,-71.0929686782,"6/19/2017",17847,"linden: littleleaf (Tilia cordata)",14.9,"N/A","Well/Pit","No"
45,"","GREENVILLE ST","Front",1,"GREENVILLE ST",766109.305770747,2964537.60130851,42.3821230067,-71.0930732841,"6/19/2017",17880,"linden: littleleaf (Tilia cordata)",20.8,"N/A","Well/Pit","No"
45,"","GREENVILLE ST","Front",2,"GREENVILLE ST",766092.034315438,2964512.24792545,42.3820536628,-71.093137657,"6/19/2017",17913,"ash: green (Fraxinus pennsylvanica)",12.7,"N/A","Well/Pit","No"
47,"X","GREENVILLE ST","Front",1,"MUNROE ST",766008.047276442,2964437.99105467,42.3818510002,-71.0934498201,"6/19/2017",17912,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
47,"","GREENVILLE ST","Front",1,"MUNROE ST",766025.001097324,2964464.81617808,42.3819243868,-71.0933865975,"6/19/2017",17949,"cherry: Japanese flowering (Prunus serrulata)",3.4,"N/A","Tree Lawn/Parkway","No"
47,"","GREENVILLE ST","Front",2,"GREENVILLE ST",766075.480603138,2964488.34201007,42.3819882815,-71.0931993476,"6/19/2017",17945,"planetree: London (Platanus x acerifolia)",3,"N/A","Well/Pit","No"
9,"X","GROVE ST","Front",0,"GROVE ST",758533.40636404,2969243.14192994,42.3951308105,-71.1210359247,"11/14/2018",38751,"vacant site: medium (vacant site medium)",0,"N/A","Well/Pit","No"
9,"X","GROVE ST","Front",0,"GROVE ST",758584.036194202,2969253.94300063,42.3951598312,-71.1208483166,"11/14/2018",38927,"pear: callery (Pyrus calleryana)",5.9,"N/A","Well/Pit","No"
9,"X","GROVE ST","Front",0,"GROVE ST",758525.240041209,2969231.5060729,42.3950989812,-71.1210663476,"11/14/2018",39010,"maple: red (Acer rubrum)",2.7,"N/A","Well/Pit","No"
9,"X","GROVE ST","Front",0,"GROVE ST",758513.323844531,2969216.10075541,42.3950568542,-71.1211107144,"11/14/2018",39018,"vacant site: medium (vacant site medium)",0,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758560.97942813,2969279.76894584,42.395230979,-71.1209332474,"11/14/2018",38755,"vacant site: medium (vacant site medium)",0,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758572.807903213,2969237.858397,42.395115832,-71.1208901482,"11/14/2018",38934,"pear: callery (Pyrus calleryana)",6.2,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758559.529676873,2969220.7411854,42.3950690242,-71.1209395854,"11/14/2018",38944,"pear: callery (Pyrus calleryana)",6.2,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758549.31342751,2969208.07271106,42.3950343864,-71.1209776141,"11/14/2018",38953,"pear: callery (Pyrus calleryana)",6.4,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758553.045085632,2969215.93607049,42.395055918,-71.1209636702,"11/14/2018",38962,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758563.940087132,2969229.97221466,42.3950943004,-71.1209231063,"11/14/2018",38972,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758577.90615959,2969246.41015209,42.3951392358,-71.1208711338,"11/14/2018",38980,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
9,"","GROVE ST","Front",0,"GROVE ST",758544.54392047,2969202.59288854,42.3950194079,-71.1209953608,"11/14/2018",38993,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
43,"X","GROVE ST","Rear",0,"GROVE ST",758861.089854463,2969653.60067715,42.3962531095,-71.119816076,"1/3/2019",43652,"linden: littleleaf (Tilia cordata)",12.9,"COMMUNITY PATH","Open/Restricted","No"
43,"X","GROVE ST","Rear",0,"GROVE ST",758834.210542876,2969663.20387914,42.3962797895,-71.1199154258,"1/3/2019",43653,"linden: littleleaf (Tilia cordata)",17.6,"COMMUNITY PATH","Open/Restricted","No"
43,"X","GROVE ST","Rear",0,"GROVE ST",758806.561356848,2969663.08068835,42.3962797895,-71.1200177863,"1/3/2019",43654,"linden: littleleaf (Tilia cordata)",14.2,"COMMUNITY PATH","Tree Lawn/Parkway","No"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758593.560879419,2969744.88919076,42.3965068734,-71.1208049766,"1/22/2019",43671,"oak: northern red (Quercus rubra)",14.3,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758616.776951836,2969736.07970089,42.3964824168,-71.1207191744,"1/22/2019",43675,"oak: northern red (Quercus rubra)",11.3,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758639.582833927,2969728.07865358,42.3964601836,-71.1206348776,"1/22/2019",43679,"oak: northern red (Quercus rubra)",12.4,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"GROVE ST",758664.4253598,2969719.27643902,42.3964357271,-71.1205430542,"1/22/2019",43684,"oak: northern red (Quercus rubra)",12.5,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"GROVE ST",758690.475100318,2969713.31548627,42.3964190522,-71.1204467149,"1/22/2019",43689,"oak: northern red (Quercus rubra)",16,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"GROVE ST",758712.469624047,2969704.90576848,42.3963957073,-71.1203654287,"1/22/2019",43696,"oak: northern red (Quercus rubra)",14.9,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"GROVE ST",758736.903794444,2969696.50692936,42.3963723624,-71.1202751106,"1/22/2019",43702,"oak: northern red (Quercus rubra)",15.6,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758513.769270244,2969766.41124501,42.3965669029,-71.1211000156,"1/22/2019",43746,"oak: northern red (Quercus rubra)",17.1,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758520.256934735,2969770.49129332,42.3965780195,-71.1210759308,"1/22/2019",43756,"dogwood: flowering (Cornus florida)",2.2,"COMMUNITY PATH","Open/Restricted","Yes"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758531.652640136,2969768.11118481,42.3965713496,-71.1210337824,"1/22/2019",43764,"dogwood: flowering (Cornus florida)",1.3,"COMMUNITY PATH","Open/Restricted","Yes"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758544.286160918,2969761.6853531,42.396553563,-71.120987118,"1/22/2019",43771,"oak: northern red (Quercus rubra)",15,"COMMUNITY PATH","Open/Restricted","No"
48,"X","GROVE ST","Rear",0,"VILLA AVE",758568.722009664,2969752.88124166,42.3965291065,-71.1208968,"1/22/2019",43784,"oak: northern red (Quercus rubra)",10.9,"COMMUNITY PATH","Open/Restricted","No"
51,"","GROVE ST","Front",0,"GROVE ST",758826.681707055,2969743.90518499,42.3965013262,-71.1199419667,"11/14/2018",39101,"maple: Norway (Acer platanoides)",14.2,"N/A","Well/Pit","No"
52,"","GROVE ST","Front",0,"GROVE ST",758802.002813906,2969749.59489311,42.3965172405,-71.1200332355,"11/14/2018",38843,"honeylocust: thornless (Gleditsia triacanthos inermis)",16.8,"N/A","Well/Pit","No"
55,"","GROVE ST","Front",0,"GROVE ST",758847.725239963,2969785.62000797,42.3966155345,-71.1198633741,"11/14/2018",38853,"maple: Norway (Acer platanoides)",15.1,"N/A","Well/Pit","No"
55,"","GROVE ST","Side",0,"WINSLOW AVE",758889.296731573,2969800.33270313,42.3966553977,-71.1197092311,"11/14/2018",38795,"maple: Norway (Acer platanoides)",18.2,"N/A","Well/Pit","No"
61,"","GROVE ST","Side",0,"WINSLOW AVE",758901.175865217,2969823.92539483,42.3967199908,-71.1196648643,"11/14/2018",38799,"maple: Norway (Acer platanoides)",15.4,"N/A","Well/Pit","No"
61,"","GROVE ST","Side",0,"WINSLOW AVE",758923.477666254,2969813.7901898,42.3966919068,-71.1195824689,"11/14/2018",38809,"maple: Norway (Acer platanoides)",12,"N/A","Well/Pit","No"
64,"","GROVE ST","Front",0,"GROVE ST",758867.461676427,2969890.1013953,42.3969019904,-71.1197885844,"11/14/2018",39000,"hornbeam: European (Carpinus betulus)",2.1,"N/A","Well/Pit","No"
20,"","HALL AVE","Front",0,"HALL AVE",758855.300478234,2970409.5155448,42.3983274129,-71.1198250354,"11/14/2018",39021,"maple: red (Acer rubrum)",16.8,"N/A","Well/Pit","No"
23,"","HALL AVE","Front",0,"HALL AVE",758903.139638333,2970354.46298081,42.3981757633,-71.119648836,"11/14/2018",38800,"maple: red (Acer rubrum)",8.2,"N/A","Well/Pit","No"
24,"","HALL AVE","Front",0,"HALL AVE",758905.393401772,2970386.54088675,42.3982637576,-71.1196399626,"11/14/2018",39026,"ash: green (Fraxinus pennsylvanica)",15.3,"N/A","Well/Pit","No"
24,"","HALL AVE","Front",0,"HALL AVE",758936.965173342,2970370.64778249,42.3982197605,-71.1195233414,"11/14/2018",39036,"ash: green (Fraxinus pennsylvanica)",14.6,"N/A","Well/Pit","No"
27,"","HALL AVE","Front",0,"HALL AVE",758954.608396813,2970330.12991763,42.3981083634,-71.1194586927,"11/14/2018",38787,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
27,"","HALL AVE","Front",0,"HALL AVE",758932.64338881,2970341.63095581,42.3981401912,-71.1195398205,"11/14/2018",38794,"cherry/plum: spp. (Prunus spp.)",3.8,"N/A","Well/Pit","No"
29,"","HALL AVE","Front",0,"HALL AVE",758979.992810121,2970319.66759746,42.398079344,-71.1193648886,"11/14/2018",38784,"maple: Norway (Acer platanoides)",19.1,"N/A","Well/Pit","No"
30,"","HALL AVE","Front",0,"HALL AVE",758967.843066529,2970356.79849887,42.39818138,-71.1194092554,"11/14/2018",38753,"maple: Norway (Acer platanoides)",14.8,"N/A","Well/Pit","No"
39,"","HALL AVE","Front",0,"HALL AVE",759085.342790676,2970267.60112679,42.3979351828,-71.1189757286,"11/14/2018",38778,"maple: Norway (Acer platanoides)",28.6,"N/A","Well/Pit","No"
43,"","HALL AVE","Front",0,"HALL AVE",759126.865678534,2970246.97656699,42.3978780798,-71.1188223463,"11/14/2018",38773,"pear: callery (Pyrus calleryana)",12.2,"N/A","Well/Pit","No"
52,"","HALL AVE","Front",0,"HALL AVE",759224.505028481,2970234.79059567,42.3978434436,-71.1184610741,"11/14/2018",38757,"cherry/plum: spp. (Prunus spp.)",5.9,"N/A","Well/Pit","No"
56,"","HALL AVE","Front",0,"HALL AVE",759285.929856199,2970204.70313425,42.3977601294,-71.1182341697,"11/14/2018",38761,"cherry/plum: spp. (Prunus spp.)",6.1,"N/A","Well/Pit","No"
60,"","HALL AVE","Front",0,"HALL AVE",759308.229933103,2970194.90961159,42.397732982,-71.1181517743,"11/14/2018",39098,"honeylocust: thornless (Gleditsia triacanthos inermis)",1.8,"N/A","Well/Pit","No"
67,"","HALL AVE","Front",0,"HALL AVE",759408.237368358,2970112.7991223,42.3975064415,-71.1177828963,"11/14/2018",38765,"snowbell: Japanese (Styrax japonicus)",0.9,"N/A","Well/Pit","No"
8,"","HALL ST","Front",0,"HALL ST",760566.153780363,2967839.97425462,42.3912554836,-71.1135342838,"11/7/2018",37485,"pear: callery (Pyrus calleryana)",19.3,"N/A","Well/Pit","No"
9,"","HALL ST","Front",0,"HALL ST",760563.183166089,2967874.84785708,42.3913512139,-71.1135446953,"11/7/2018",37504,"pear: callery (Pyrus calleryana)",17.5,"N/A","Well/Pit","No"
11,"","HALL ST","Front",0,"HALL ST",760540.158355715,2967892.82630017,42.3914008331,-71.113629626,"11/7/2018",37510,"pear: callery (Pyrus calleryana)",13.2,"N/A","Well/Pit","No"
12,"","HALL ST","Front",0,"HALL ST",760515.646417816,2967884.92852145,42.3913794662,-71.1137204956,"11/7/2018",37813,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
13,"","HALL ST","Front",0,"HALL ST",760515.670395611,2967911.4062957,42.391452121,-71.1137199629,"11/7/2018",37519,"pear: callery (Pyrus calleryana)",19.8,"N/A","Well/Pit","No"
21,"","HALL ST","Front",0,"HALL ST",760442.661880809,2967978.72599575,42.3916377536,-71.113989095,"11/7/2018",37528,"pear: callery (Pyrus calleryana)",17,"N/A","Well/Pit","No"
23,"","HALL ST","Front",0,"HALL ST",760414.155092994,2968006.87249905,42.3917153417,-71.1140941492,"11/7/2018",37536,"pear: callery (Pyrus calleryana)",16.7,"N/A","Well/Pit","No"
25,"","HALL ST","Front",0,"HALL ST",760380.414777095,2968023.35249594,42.3917609818,-71.1142187723,"11/7/2018",37544,"pear: callery (Pyrus calleryana)",16.8,"N/A","Well/Pit","No"
4,"","HAMILTON RD","Front",0,"HAMILTON RD",755953.056596992,2973481.21141439,42.4067911436,-71.1305203572,"10/30/2018",36235,"linden: littleleaf (Tilia cordata)",24.3,"N/A","Well/Pit","No"
4,"","HAMILTON RD","Side",0,"NORTH ST",755959.321168041,2973545.19004552,42.4069666263,-71.1304961354,"10/26/2018",35857,"pear: callery (Pyrus calleryana)",10.7,"N/A","Well/Pit","No"
12,"","HAMILTON RD","Front",0,"HAMILTON RD",756044.503334304,2973441.43044166,42.4066808972,-71.1301823997,"10/30/2018",36245,"maple: Norway (Acer platanoides)",38.9,"N/A","Well/Pit","No"
20,"","HAMILTON RD","Front",0,"HAMILTON RD",756114.681818877,2973406.12854152,42.4065831936,-71.1299231202,"10/30/2018",36239,"maple: Norway (Acer platanoides)",13,"N/A","Well/Pit","No"
24,"","HAMILTON RD","Front",0,"HAMILTON RD",756143.232869122,2973392.77977823,42.4065462246,-71.1298176203,"10/30/2018",36249,"pear: callery (Pyrus calleryana)",8.9,"N/A","Well/Pit","No"
28,"","HAMILTON RD","Front",0,"HAMILTON RD",756198.403365535,2973366.07394603,42.4064722867,-71.1296137729,"10/30/2018",36269,"honeylocust: thornless (Gleditsia triacanthos inermis)",14.9,"N/A","Well/Pit","No"
32,"","HAMILTON RD","Front",0,"HAMILTON RD",756236.623489264,2973350.36142683,42.4064287161,-71.1294725103,"10/30/2018",36280,"honeylocust: thornless (Gleditsia triacanthos inermis)",15.1,"N/A","Well/Pit","No"
36,"","HAMILTON RD","Front",0,"HAMILTON RD",756270.499446419,2973334.14892152,42.4063838251,-71.1293473407,"10/30/2018",36365,"sweetgum: American (Liquidambar styraciflua)",3.2,"N/A","Well/Pit","No"
40,"","HAMILTON RD","Front",0,"HAMILTON RD",756303.900861356,2973316.00971184,42.4063336528,-71.1292239594,"10/30/2018",36377,"ash: white (Fraxinus americana)",32.8,"N/A","Well/Pit","No"
50,"","HAMILTON RD","Side",0,"RUSSELL RD",756465.882497121,2973270.52222508,42.4062069015,-71.1286249343,"10/30/2018",36238,"maple: Norway (Acer platanoides)",21,"N/A","Well/Pit","No"
50,"","HAMILTON RD","Side",0,"RUSSELL RD",756480.729641759,2973298.97583145,42.4062848008,-71.1285695021,"10/30/2018",36247,"pear: callery (Pyrus calleryana)",5.1,"N/A","Well/Pit","No"
6,"","HAMMOND ST","Front",1,"HAMMOND ST",763868.364390133,2962089.88993096,42.3754354948,-71.101409813,"10/24/2017",19560,"maple: Norway (Acer platanoides)",10.1,"N/A","Well/Pit","No"
11,"","HAMMOND ST","Front",1,"HAMMOND ST",763863.302124331,2962041.64056372,42.3753031627,-71.1014293819,"10/24/2017",19479,"maple: Norway (Acer platanoides)",10.7,"N/A","Well/Pit","No"
12,"","HAMMOND ST","Front",1,"HAMMOND ST",763909.27134244,2962040.23438168,42.3752987146,-71.1012592829,"10/24/2017",19519,"maple: hedge (Acer campestre)",10.3,"N/A","Well/Pit","No"
13,"","HAMMOND ST","Front",1,"HAMMOND ST",763896.422349168,2962004.51154031,42.3752008554,-71.1013074525,"10/24/2017",19521,"lilac: Japanese tree (Syringa reticulata)",3.7,"N/A","Well/Pit","No"
3,"","HANCOCK ST","Front",0,"HANCOCK ST",759646.98029457,2967372.99171958,42.389985458,-71.1169445948,"10/31/2018",36757,"ash: green (Fraxinus pennsylvanica)",16.8,"N/A","Well/Pit","No"
10,"","HANCOCK ST","Front",0,"HANCOCK ST",759654.958511119,2967466.19398408,42.3902411073,-71.1169135125,"10/31/2018",36763,"pear: callery (Pyrus calleryana)",16.8,"N/A","Well/Pit","No"
16,"","HANCOCK ST","Front",0,"HANCOCK ST",759707.968377546,2967562.53848451,42.3905048238,-71.116715684,"10/31/2018",36755,"linden: littleleaf (Tilia cordata)",13.9,"N/A","Well/Pit","No"
17,"","HANCOCK ST","Front",0,"HANCOCK ST",759731.102401849,2967539.55400978,42.390441469,-71.1166304311,"10/31/2018",36764,"linden: littleleaf (Tilia cordata)",20.1,"N/A","Well/Pit","No"
18,"","HANCOCK ST","Front",0,"HANCOCK ST",759727.908978917,2967606.34407361,42.3906247808,-71.116641141,"10/31/2018",36745,"linden: littleleaf (Tilia cordata)",16,"N/A","Well/Pit","No"
22,"","HANCOCK ST","Front",0,"HANCOCK ST",759738.773360803,2967627.20536288,42.3906818903,-71.1166005771,"10/31/2018",36735,"maple: red (Acer rubrum)",3.3,"N/A","Well/Pit","No"
23,"","HANCOCK ST","Front",0,"HANCOCK ST",759784.928875876,2967645.56996786,42.3907317135,-71.1164294169,"10/31/2018",36608,"vacant site: medium (vacant site medium)",0,"N/A","Well/Pit","No"
25,"","HANCOCK ST","Front",0,"HANCOCK ST",759798.827745515,2967674.30750484,42.3908103979,-71.1163774888,"10/31/2018",36620,"linden: littleleaf (Tilia cordata)",14.4,"N/A","Well/Pit","No"
26,"","HANCOCK ST","Front",0,"HANCOCK ST",759759.437746136,2967669.29859081,42.3907971395,-71.1165233829,"10/31/2018",36723,"cherry/plum: spp. (Prunus spp.)",2.1,"N/A","Well/Pit","No"
30,"","HANCOCK ST","Front",0,"HANCOCK ST",759800.911305708,2967750.19604978,42.3910186109,-71.1163685125,"10/31/2018",36716,"oak: pin (Quercus palustris)",27,"N/A","Well/Pit","No"
31,"","HANCOCK ST","Front",0,"HANCOCK ST",759836.768832927,2967757.34893054,42.3910377958,-71.1162356584,"10/31/2018",36634,"linden: littleleaf (Tilia cordata)",22.9,"N/A","Well/Pit","No"
35,"","HANCOCK ST","Front",0,"HANCOCK ST",759882.805986481,2967833.8189011,42.3912470614,-71.1160639669,"11/6/2018",37206,"maple: red (Acer rubrum)",1.8,"N/A","Well/Pit","No"
36,"","HANCOCK ST","Front",0,"HANCOCK ST",759818.229942949,2967786.88127428,42.3911190616,-71.1163037927,"10/31/2018",36708,"linden: littleleaf (Tilia cordata)",12.2,"N/A","Well/Pit","No"
